title_id,beneficiary_id,village_id,right_type,status,area_hectares,application_date,approval_date,survey_number,gps_coordinates,forest_division,forest_range,forest_beat,gram_sabha_resolution_date,sdlc_recommendation_date,dlc_approval_date,title_deed_number,remarks
FRA_TITLE_00007591,FRA_00007179,VIL_000358,IFR,Rejected,1.71,2025-02-25,2024-08-08,SUR_792/17,VIL_000358_80,Mandla_Forest_Division,Mandla_Range_2,Beat_8,2023-02-03,2025-02-25,,,Complete Documentation
FRA_TITLE_00007592,FRA_00007180,VIL_000358,CR,Approved,1.6,2025-09-06,2024-03-23,SUR_411/5,VIL_000358_61,Mandla_Forest_Division,Mandla_Range_1,Beat_4,2024-07-11,2024-03-28,,DEED_007592,Pending Survey
FRA_TITLE_00007593,FRA_00007180,VIL_000358,IFR,Approved,1.7,2024-02-20,,SUR_742/13,VIL_000358_99,Mandla_Forest_Division,Mandla_Range_1,Beat_3,2023-09-01,2023-10-24,,DEED_007593,Pending Survey
FRA_TITLE_00007594,FRA_00007181,VIL_000359,IFR,Approved,0.54,2023-03-17,,SUR_169/31,VIL_000359_46,Mandla_Forest_Division,Mandla_Range_1,Beat_1,2023-04-28,2025-06-01,2025-09-26,DEED_007594,Under Verification
FRA_TITLE_00007595,FRA_00007182,VIL_000359,CFR,Approved,4.95,2025-04-30,2025-06-21,SUR_625/42,VIL_000359_98,Mandla_Forest_Division,Mandla_Range_1,Beat_10,2023-08-28,2024-05-05,2025-09-26,,Approved
FRA_TITLE_00007596,FRA_00007183,VIL_000359,IFR,Approved,1.39,2024-12-21,,SUR_142/21,VIL_000359_90,Mandla_Forest_Division,Mandla_Range_1,Beat_3,2024-02-20,2023-12-19,2025-09-26,,Pending Survey
FRA_TITLE_00007597,FRA_00007183,VIL_000359,CR,Pending,6.44,2024-08-01,,SUR_593/22,VIL_000359_40,Mandla_Forest_Division,Mandla_Range_4,Beat_8,2024-08-14,2025-09-04,2025-09-26,,Complete Documentation
FRA_TITLE_00007598,FRA_00007184,VIL_000359,IFR,Pending,2.13,2023-08-04,,SUR_952/13,VIL_000359_74,Mandla_Forest_Division,Mandla_Range_2,Beat_8,2023-09-08,2024-07-18,,DEED_007598,Pending Survey
FRA_TITLE_00007599,FRA_00007184,VIL_000359,CFR,Approved,8.59,2024-11-11,,SUR_935/32,VIL_000359_64,Mandla_Forest_Division,Mandla_Range_5,Beat_4,2023-07-17,2023-11-29,2025-09-26,DEED_007599,Pending Survey
FRA_TITLE_00007600,FRA_00007185,VIL_000359,IFR,Approved,2.79,2022-12-31,2024-05-08,SUR_939/11,VIL_000359_17,Mandla_Forest_Division,Mandla_Range_5,Beat_2,2023-08-28,2024-04-24,,DEED_007600,Approved
FRA_TITLE_00007601,FRA_00007186,VIL_000359,CFR,Pending,2.08,2023-08-18,,SUR_857/50,VIL_000359_11,Mandla_Forest_Division,Mandla_Range_2,Beat_6,2023-07-16,2025-01-25,2025-09-26,,Under Verification
FRA_TITLE_00007602,FRA_00007187,VIL_000359,CFR,Under_Review,7.06,2023-09-11,2025-02-28,SUR_289/48,VIL_000359_36,Mandla_Forest_Division,Mandla_Range_2,Beat_4,2023-06-03,2024-10-19,2025-09-26,DEED_007602,Pending Survey
FRA_TITLE_00007603,FRA_00007188,VIL_000359,IFR,Pending,3.42,2023-08-05,,SUR_590/21,VIL_000359_65,Mandla_Forest_Division,Mandla_Range_3,Beat_3,2023-03-08,2024-10-13,,,Pending Survey
FRA_TITLE_00007604,FRA_00007188,VIL_000359,CR,Pending,4.97,2023-02-03,,SUR_986/29,VIL_000359_78,Mandla_Forest_Division,Mandla_Range_4,Beat_1,2024-09-10,2024-02-19,2025-09-26,DEED_007604,Complete Documentation
FRA_TITLE_00007605,FRA_00007190,VIL_000359,CFR,Approved,2.81,2023-08-31,,SUR_507/42,VIL_000359_48,Mandla_Forest_Division,Mandla_Range_5,Beat_9,2024-04-28,2024-07-21,2025-09-26,,Complete Documentation
FRA_TITLE_00007606,FRA_00007194,VIL_000359,IFR,Approved,1.11,2024-12-15,2024-10-02,SUR_898/43,VIL_000359_94,Mandla_Forest_Division,Mandla_Range_3,Beat_2,2023-06-25,2024-07-19,2025-09-26,DEED_007606,Complete Documentation
FRA_TITLE_00007607,FRA_00007195,VIL_000359,IFR,Approved,3.11,2023-01-17,,SUR_727/7,VIL_000359_95,Mandla_Forest_Division,Mandla_Range_4,Beat_3,2023-09-27,2025-01-29,2025-09-26,,Pending Survey
FRA_TITLE_00007608,FRA_00007198,VIL_000359,IFR,Approved,3.75,2022-10-15,,SUR_547/41,VIL_000359_79,Mandla_Forest_Division,Mandla_Range_1,Beat_5,2023-01-20,2025-05-29,2025-09-26,,Complete Documentation
FRA_TITLE_00007609,FRA_00007199,VIL_000359,CR,Approved,3.21,2025-09-23,2025-07-04,SUR_236/41,VIL_000359_89,Mandla_Forest_Division,Mandla_Range_5,Beat_9,2023-02-07,2023-12-06,,DEED_007609,Complete Documentation
FRA_TITLE_00007610,FRA_00007202,VIL_000360,CFR,Approved,1.94,2023-11-08,2024-11-17,SUR_752/32,VIL_000360_49,Mandla_Forest_Division,Mandla_Range_3,Beat_5,2023-03-21,2024-06-12,2025-09-26,,Approved
FRA_TITLE_00007611,FRA_00007202,VIL_000360,IFR,Rejected,2.05,2025-06-12,2023-11-27,SUR_342/25,VIL_000360_41,Mandla_Forest_Division,Mandla_Range_2,Beat_6,2023-03-13,2024-05-20,2025-09-26,DEED_007611,Approved
FRA_TITLE_00007612,FRA_00007203,VIL_000360,IFR,Approved,1.8,2025-07-11,,SUR_741/50,VIL_000360_11,Mandla_Forest_Division,Mandla_Range_1,Beat_8,2023-07-19,2024-01-07,2025-09-26,DEED_007612,Pending Survey
FRA_TITLE_00007613,FRA_00007204,VIL_000360,CR,Approved,2.07,2024-04-09,,SUR_154/46,VIL_000360_66,Mandla_Forest_Division,Mandla_Range_4,Beat_10,2024-03-01,2024-07-14,2025-09-26,,Under Verification
FRA_TITLE_00007614,FRA_00007205,VIL_000360,IFR,Approved,1.8,2024-05-28,2023-12-13,SUR_682/7,VIL_000360_74,Mandla_Forest_Division,Mandla_Range_1,Beat_3,2023-05-29,2023-11-09,2025-09-26,DEED_007614,Approved
FRA_TITLE_00007615,FRA_00007205,VIL_000360,CFR,Approved,9.64,2023-06-23,2025-05-18,SUR_361/5,VIL_000360_96,Mandla_Forest_Division,Mandla_Range_3,Beat_5,2024-08-14,2025-04-02,,DEED_007615,Approved
FRA_TITLE_00007616,FRA_00007207,VIL_000360,CFR,Approved,3.01,2022-11-01,2025-01-18,SUR_555/18,VIL_000360_84,Mandla_Forest_Division,Mandla_Range_2,Beat_10,2023-12-12,2023-10-27,2025-09-26,,Approved
FRA_TITLE_00007617,FRA_00007207,VIL_000360,CFR,Approved,6.03,2024-03-17,2024-09-07,SUR_668/1,VIL_000360_49,Mandla_Forest_Division,Mandla_Range_3,Beat_9,2024-05-05,2023-12-04,,DEED_007617,Under Verification
FRA_TITLE_00007618,FRA_00007208,VIL_000360,IFR,Pending,2.09,2022-12-27,,SUR_550/41,VIL_000360_38,Mandla_Forest_Division,Mandla_Range_4,Beat_1,2023-07-02,2024-10-25,2025-09-26,DEED_007618,Approved
FRA_TITLE_00007619,FRA_00007209,VIL_000360,CFR,Pending,6.8,2024-09-20,2025-06-23,SUR_188/49,VIL_000360_46,Mandla_Forest_Division,Mandla_Range_3,Beat_7,2023-11-14,2024-07-27,2025-09-26,DEED_007619,Complete Documentation
FRA_TITLE_00007620,FRA_00007209,VIL_000360,CR,Pending,4.72,2024-06-21,,SUR_483/30,VIL_000360_1,Mandla_Forest_Division,Mandla_Range_5,Beat_2,2023-03-11,2025-07-04,2025-09-26,DEED_007620,Approved
FRA_TITLE_00007621,FRA_00007209,VIL_000360,IFR,Pending,1.34,2022-10-29,2024-11-09,SUR_693/21,VIL_000360_38,Mandla_Forest_Division,Mandla_Range_2,Beat_10,2023-08-10,2024-04-14,,DEED_007621,Under Verification
FRA_TITLE_00007622,FRA_00007212,VIL_000360,CR,Approved,4.71,2023-06-10,2024-02-23,SUR_723/22,VIL_000360_9,Mandla_Forest_Division,Mandla_Range_5,Beat_3,2024-06-21,2023-11-03,2025-09-26,,Complete Documentation
FRA_TITLE_00007623,FRA_00007212,VIL_000360,CFR,Pending,7.45,2023-04-08,2025-02-22,SUR_172/28,VIL_000360_56,Mandla_Forest_Division,Mandla_Range_5,Beat_7,2023-04-08,2023-10-06,,,Approved
FRA_TITLE_00007624,FRA_00007213,VIL_000360,CFR,Approved,6.66,2025-07-17,2024-06-27,SUR_219/23,VIL_000360_85,Mandla_Forest_Division,Mandla_Range_1,Beat_8,2023-07-15,2024-03-31,2025-09-26,,Under Verification
FRA_TITLE_00007625,FRA_00007214,VIL_000360,CR,Approved,7.54,2023-05-17,2024-02-15,SUR_595/37,VIL_000360_84,Mandla_Forest_Division,Mandla_Range_2,Beat_6,2024-04-14,2024-04-01,2025-09-26,,Under Verification
FRA_TITLE_00007626,FRA_00007214,VIL_000360,CR,Approved,9.51,2023-07-11,,SUR_134/1,VIL_000360_13,Mandla_Forest_Division,Mandla_Range_3,Beat_10,2023-11-12,2025-03-28,2025-09-26,DEED_007626,Under Verification
FRA_TITLE_00007627,FRA_00007214,VIL_000360,CR,Pending,7.39,2025-01-09,2024-06-07,SUR_209/28,VIL_000360_96,Mandla_Forest_Division,Mandla_Range_4,Beat_7,2024-07-14,2024-10-28,2025-09-26,DEED_007627,Under Verification
FRA_TITLE_00007628,FRA_00007215,VIL_000360,IFR,Rejected,1.79,2025-06-04,,SUR_578/3,VIL_000360_52,Mandla_Forest_Division,Mandla_Range_3,Beat_3,2023-05-14,2024-12-20,,DEED_007628,Under Verification
FRA_TITLE_00007629,FRA_00007216,VIL_000360,IFR,Pending,2.88,2024-04-12,2025-09-13,SUR_897/21,VIL_000360_41,Mandla_Forest_Division,Mandla_Range_5,Beat_3,2024-03-22,2024-11-29,,,Complete Documentation
FRA_TITLE_00007630,FRA_00007216,VIL_000360,CR,Approved,4.34,2023-08-23,,SUR_333/30,VIL_000360_19,Mandla_Forest_Division,Mandla_Range_4,Beat_4,2022-11-12,2024-02-11,2025-09-26,DEED_007630,Under Verification
FRA_TITLE_00007631,FRA_00007217,VIL_000360,IFR,Approved,3.55,2023-12-31,2025-04-25,SUR_631/24,VIL_000360_10,Mandla_Forest_Division,Mandla_Range_2,Beat_9,2024-03-22,2023-10-26,2025-09-26,,Under Verification
FRA_TITLE_00007632,FRA_00007218,VIL_000360,CFR,Rejected,4.74,2023-11-08,2025-04-12,SUR_117/36,VIL_000360_1,Mandla_Forest_Division,Mandla_Range_3,Beat_6,2024-06-23,2024-09-05,2025-09-26,,Under Verification
FRA_TITLE_00007633,FRA_00007219,VIL_000360,CR,Pending,9.11,2025-01-07,,SUR_254/33,VIL_000360_13,Mandla_Forest_Division,Mandla_Range_2,Beat_9,2023-06-30,2024-02-05,,,Under Verification
FRA_TITLE_00007634,FRA_00007220,VIL_000361,CFR,Pending,9.0,2024-05-19,,SUR_619/7,VIL_000361_15,Mandla_Forest_Division,Mandla_Range_4,Beat_10,2023-10-05,2023-10-27,,,Approved
FRA_TITLE_00007635,FRA_00007221,VIL_000361,CR,Approved,5.74,2024-03-10,2025-04-01,SUR_809/4,VIL_000361_10,Mandla_Forest_Division,Mandla_Range_4,Beat_5,2024-02-15,2024-03-18,2025-09-26,,Approved
FRA_TITLE_00007636,FRA_00007221,VIL_000361,CFR,Approved,3.32,2024-03-26,,SUR_174/45,VIL_000361_82,Mandla_Forest_Division,Mandla_Range_3,Beat_8,2024-01-17,2024-07-30,2025-09-26,DEED_007636,Complete Documentation
FRA_TITLE_00007637,FRA_00007225,VIL_000361,IFR,Pending,0.74,2023-08-03,,SUR_617/25,VIL_000361_67,Mandla_Forest_Division,Mandla_Range_2,Beat_1,2022-11-01,2025-04-12,2025-09-26,,Approved
FRA_TITLE_00007638,FRA_00007226,VIL_000361,CR,Approved,6.06,2023-05-07,2024-07-28,SUR_788/15,VIL_000361_63,Mandla_Forest_Division,Mandla_Range_5,Beat_6,2023-03-24,2023-11-19,,,Complete Documentation
FRA_TITLE_00007639,FRA_00007227,VIL_000361,IFR,Pending,0.62,2025-02-22,,SUR_552/34,VIL_000361_87,Mandla_Forest_Division,Mandla_Range_5,Beat_8,2023-06-01,2025-08-28,2025-09-26,,Under Verification
FRA_TITLE_00007640,FRA_00007228,VIL_000361,CFR,Approved,2.8,2024-09-05,,SUR_508/19,VIL_000361_36,Mandla_Forest_Division,Mandla_Range_2,Beat_6,2024-08-05,2025-03-02,2025-09-26,DEED_007640,Pending Survey
FRA_TITLE_00007641,FRA_00007229,VIL_000361,IFR,Rejected,0.59,2023-05-06,2024-09-07,SUR_264/18,VIL_000361_17,Mandla_Forest_Division,Mandla_Range_1,Beat_7,2023-04-17,2025-03-11,2025-09-26,,Pending Survey
FRA_TITLE_00007642,FRA_00007230,VIL_000361,CR,Under_Review,4.09,2024-04-18,,SUR_337/15,VIL_000361_86,Mandla_Forest_Division,Mandla_Range_3,Beat_1,2024-08-01,2025-08-18,,DEED_007642,Pending Survey
FRA_TITLE_00007643,FRA_00007230,VIL_000361,CR,Approved,6.81,2024-03-23,2024-11-30,SUR_667/5,VIL_000361_42,Mandla_Forest_Division,Mandla_Range_3,Beat_4,2023-09-26,2023-10-21,2025-09-26,DEED_007643,Complete Documentation
FRA_TITLE_00007644,FRA_00007232,VIL_000361,CR,Pending,1.96,2022-10-20,2024-09-12,SUR_663/43,VIL_000361_91,Mandla_Forest_Division,Mandla_Range_3,Beat_10,2024-04-01,2025-09-03,,DEED_007644,Under Verification
FRA_TITLE_00007645,FRA_00007232,VIL_000361,CR,Pending,1.51,2024-11-24,2023-12-27,SUR_844/25,VIL_000361_75,Mandla_Forest_Division,Mandla_Range_4,Beat_8,2023-03-09,2024-02-15,2025-09-26,DEED_007645,Complete Documentation
FRA_TITLE_00007646,FRA_00007232,VIL_000361,CFR,Pending,2.24,2023-12-28,2025-07-05,SUR_410/45,VIL_000361_33,Mandla_Forest_Division,Mandla_Range_3,Beat_4,2024-07-23,2025-04-13,2025-09-26,,Complete Documentation
FRA_TITLE_00007647,FRA_00007233,VIL_000361,IFR,Rejected,1.69,2024-06-26,2024-03-12,SUR_101/28,VIL_000361_52,Mandla_Forest_Division,Mandla_Range_4,Beat_1,2023-04-23,2025-07-20,,DEED_007647,Complete Documentation
FRA_TITLE_00007648,FRA_00007233,VIL_000361,CR,Approved,6.69,2025-03-02,2024-07-30,SUR_909/2,VIL_000361_85,Mandla_Forest_Division,Mandla_Range_1,Beat_8,2023-12-09,2023-11-09,,DEED_007648,Approved
FRA_TITLE_00007649,FRA_00007234,VIL_000361,CR,Approved,4.81,2023-12-02,,SUR_759/37,VIL_000361_22,Mandla_Forest_Division,Mandla_Range_5,Beat_8,2023-11-20,2024-08-16,2025-09-26,,Pending Survey
FRA_TITLE_00007650,FRA_00007234,VIL_000361,CR,Pending,7.75,2023-12-14,,SUR_562/12,VIL_000361_70,Mandla_Forest_Division,Mandla_Range_5,Beat_8,2024-03-15,2025-08-07,,,Approved
FRA_TITLE_00007651,FRA_00007234,VIL_000361,CFR,Pending,9.74,2025-04-13,,SUR_925/1,VIL_000361_87,Mandla_Forest_Division,Mandla_Range_3,Beat_5,2023-01-28,2023-10-04,2025-09-26,DEED_007651,Approved
FRA_TITLE_00007652,FRA_00007235,VIL_000361,IFR,Approved,2.59,2025-05-16,,SUR_127/22,VIL_000361_53,Mandla_Forest_Division,Mandla_Range_3,Beat_3,2023-10-02,2025-09-23,,DEED_007652,Complete Documentation
FRA_TITLE_00007653,FRA_00007235,VIL_000361,IFR,Under_Review,2.94,2025-08-02,2025-08-19,SUR_293/15,VIL_000361_58,Mandla_Forest_Division,Mandla_Range_2,Beat_5,2023-07-30,2025-08-12,2025-09-26,,Pending Survey
FRA_TITLE_00007654,FRA_00007236,VIL_000361,CFR,Approved,3.63,2023-06-28,2024-10-13,SUR_136/5,VIL_000361_67,Mandla_Forest_Division,Mandla_Range_3,Beat_3,2024-02-18,2025-05-04,,DEED_007654,Approved
FRA_TITLE_00007655,FRA_00007237,VIL_000361,IFR,Approved,1.01,2025-02-01,2024-08-29,SUR_728/12,VIL_000361_5,Mandla_Forest_Division,Mandla_Range_1,Beat_1,2022-09-28,2023-10-15,2025-09-26,DEED_007655,Approved
FRA_TITLE_00007656,FRA_00007237,VIL_000361,CR,Approved,9.26,2022-10-06,2023-10-25,SUR_288/15,VIL_000361_11,Mandla_Forest_Division,Mandla_Range_5,Beat_1,2023-12-02,2024-06-26,,DEED_007656,Pending Survey
FRA_TITLE_00007657,FRA_00007237,VIL_000361,CR,Approved,1.54,2024-09-14,2024-04-15,SUR_221/30,VIL_000361_75,Mandla_Forest_Division,Mandla_Range_1,Beat_1,2023-03-23,2025-07-21,2025-09-26,DEED_007657,Under Verification
FRA_TITLE_00007658,FRA_00007238,VIL_000361,CR,Approved,1.45,2025-03-23,,SUR_701/28,VIL_000361_41,Mandla_Forest_Division,Mandla_Range_3,Beat_3,2022-12-17,2023-12-22,,DEED_007658,Complete Documentation
FRA_TITLE_00007659,FRA_00007240,VIL_000361,CR,Approved,6.36,2024-02-21,2023-10-31,SUR_240/44,VIL_000361_72,Mandla_Forest_Division,Mandla_Range_1,Beat_1,2024-04-01,2025-04-20,2025-09-26,DEED_007659,Under Verification
FRA_TITLE_00007660,FRA_00007241,VIL_000361,CFR,Rejected,8.46,2023-10-23,2023-11-23,SUR_622/3,VIL_000361_41,Mandla_Forest_Division,Mandla_Range_2,Beat_4,2023-09-09,2025-04-03,2025-09-26,DEED_007660,Pending Survey
FRA_TITLE_00007661,FRA_00007241,VIL_000361,CFR,Pending,4.43,2025-03-24,,SUR_241/32,VIL_000361_48,Mandla_Forest_Division,Mandla_Range_3,Beat_1,2023-03-13,2024-02-18,,,Under Verification
FRA_TITLE_00007662,FRA_00007242,VIL_000361,CR,Rejected,4.93,2022-12-16,2024-01-07,SUR_617/48,VIL_000361_67,Mandla_Forest_Division,Mandla_Range_2,Beat_10,2023-03-30,2024-11-02,,,Under Verification
FRA_TITLE_00007663,FRA_00007242,VIL_000361,CR,Rejected,4.79,2023-06-10,,SUR_181/8,VIL_000361_51,Mandla_Forest_Division,Mandla_Range_1,Beat_9,2023-10-20,2023-11-06,,DEED_007663,Under Verification
FRA_TITLE_00007664,FRA_00007242,VIL_000361,CFR,Approved,2.63,2025-02-04,,SUR_115/9,VIL_000361_54,Mandla_Forest_Division,Mandla_Range_1,Beat_2,2024-08-08,2024-06-07,,DEED_007664,Under Verification
FRA_TITLE_00007665,FRA_00007243,VIL_000361,IFR,Approved,3.9,2023-03-29,,SUR_649/20,VIL_000361_25,Mandla_Forest_Division,Mandla_Range_2,Beat_8,2023-06-03,2025-03-13,2025-09-26,DEED_007665,Pending Survey
FRA_TITLE_00007666,FRA_00007245,VIL_000361,IFR,Approved,2.9,2024-06-06,2025-02-02,SUR_298/22,VIL_000361_2,Mandla_Forest_Division,Mandla_Range_5,Beat_2,2024-02-13,2023-12-17,,DEED_007666,Approved
FRA_TITLE_00007667,FRA_00007247,VIL_000362,CFR,Approved,3.3,2025-05-28,2025-02-21,SUR_302/24,VIL_000362_100,Mandla_Forest_Division,Mandla_Range_5,Beat_4,2023-09-16,2025-04-21,2025-09-26,,Under Verification
FRA_TITLE_00007668,FRA_00007248,VIL_000362,CFR,Approved,7.63,2023-03-29,,SUR_924/11,VIL_000362_35,Mandla_Forest_Division,Mandla_Range_5,Beat_2,2023-09-09,2025-09-22,2025-09-26,,Pending Survey
FRA_TITLE_00007669,FRA_00007249,VIL_000362,IFR,Approved,2.75,2024-05-12,2024-09-20,SUR_608/38,VIL_000362_76,Mandla_Forest_Division,Mandla_Range_3,Beat_8,2023-12-28,2025-09-06,2025-09-26,,Pending Survey
FRA_TITLE_00007670,FRA_00007249,VIL_000362,CR,Approved,3.75,2023-02-15,,SUR_975/28,VIL_000362_81,Mandla_Forest_Division,Mandla_Range_3,Beat_10,2024-01-23,2025-01-09,2025-09-26,DEED_007670,Pending Survey
FRA_TITLE_00007671,FRA_00007250,VIL_000362,CR,Approved,2.9,2022-11-01,,SUR_933/4,VIL_000362_5,Mandla_Forest_Division,Mandla_Range_3,Beat_10,2024-09-14,2024-10-22,2025-09-26,DEED_007671,Pending Survey
FRA_TITLE_00007672,FRA_00007250,VIL_000362,CR,Approved,7.2,2022-12-17,2023-10-18,SUR_379/25,VIL_000362_60,Mandla_Forest_Division,Mandla_Range_4,Beat_9,2023-07-13,2023-10-26,,,Approved
FRA_TITLE_00007673,FRA_00007250,VIL_000362,IFR,Approved,1.66,2023-04-29,,SUR_120/16,VIL_000362_94,Mandla_Forest_Division,Mandla_Range_3,Beat_4,2023-08-02,2024-08-02,2025-09-26,DEED_007673,Under Verification
FRA_TITLE_00007674,FRA_00007252,VIL_000362,CFR,Approved,1.25,2022-11-20,2024-07-05,SUR_347/27,VIL_000362_65,Mandla_Forest_Division,Mandla_Range_4,Beat_7,2024-03-23,2025-02-08,2025-09-26,DEED_007674,Under Verification
FRA_TITLE_00007675,FRA_00007253,VIL_000362,CFR,Approved,6.05,2023-02-21,2024-11-09,SUR_268/27,VIL_000362_64,Mandla_Forest_Division,Mandla_Range_1,Beat_5,2023-12-29,2025-06-15,,DEED_007675,Pending Survey
FRA_TITLE_00007676,FRA_00007254,VIL_000362,IFR,Pending,2.31,2023-09-12,,SUR_612/16,VIL_000362_79,Mandla_Forest_Division,Mandla_Range_4,Beat_6,2024-01-05,2024-03-20,,DEED_007676,Complete Documentation
FRA_TITLE_00007677,FRA_00007254,VIL_000362,CFR,Approved,5.38,2025-01-22,2025-05-07,SUR_670/4,VIL_000362_26,Mandla_Forest_Division,Mandla_Range_3,Beat_7,2022-12-07,2025-08-02,,,Under Verification
FRA_TITLE_00007678,FRA_00007255,VIL_000362,CR,Approved,4.73,2023-02-18,2024-02-13,SUR_800/15,VIL_000362_31,Mandla_Forest_Division,Mandla_Range_4,Beat_5,2024-07-09,2024-01-23,2025-09-26,,Pending Survey
FRA_TITLE_00007679,FRA_00007256,VIL_000362,CR,Approved,1.28,2025-05-19,2024-11-14,SUR_948/45,VIL_000362_91,Mandla_Forest_Division,Mandla_Range_5,Beat_7,2023-04-08,2024-10-30,,,Under Verification
FRA_TITLE_00007680,FRA_00007256,VIL_000362,IFR,Approved,3.6,2025-09-12,2025-05-14,SUR_349/32,VIL_000362_95,Mandla_Forest_Division,Mandla_Range_3,Beat_6,2023-04-10,2024-05-23,,DEED_007680,Approved
FRA_TITLE_00007681,FRA_00007256,VIL_000362,IFR,Approved,3.32,2025-05-04,,SUR_860/11,VIL_000362_41,Mandla_Forest_Division,Mandla_Range_1,Beat_3,2023-12-24,2023-11-12,,,Under Verification
FRA_TITLE_00007682,FRA_00007257,VIL_000362,CR,Approved,4.04,2024-12-21,2024-10-11,SUR_556/17,VIL_000362_31,Mandla_Forest_Division,Mandla_Range_2,Beat_8,2023-08-23,2025-01-03,2025-09-26,DEED_007682,Pending Survey
FRA_TITLE_00007683,FRA_00007258,VIL_000362,CFR,Approved,2.96,2024-07-26,2024-05-02,SUR_439/2,VIL_000362_17,Mandla_Forest_Division,Mandla_Range_3,Beat_1,2024-04-28,2025-05-29,2025-09-26,,Under Verification
FRA_TITLE_00007684,FRA_00007258,VIL_000362,IFR,Approved,1.06,2024-02-17,2024-03-06,SUR_811/8,VIL_000362_68,Mandla_Forest_Division,Mandla_Range_4,Beat_6,2024-08-31,2025-02-11,2025-09-26,DEED_007684,Complete Documentation
FRA_TITLE_00007685,FRA_00007258,VIL_000362,CR,Pending,8.18,2024-12-15,2025-05-19,SUR_581/17,VIL_000362_53,Mandla_Forest_Division,Mandla_Range_4,Beat_5,2022-10-25,2025-08-13,2025-09-26,DEED_007685,Pending Survey
FRA_TITLE_00007686,FRA_00007260,VIL_000362,CR,Approved,3.66,2024-07-29,2024-01-16,SUR_460/8,VIL_000362_69,Mandla_Forest_Division,Mandla_Range_1,Beat_5,2024-06-03,2024-05-05,,DEED_007686,Pending Survey
FRA_TITLE_00007687,FRA_00007260,VIL_000362,CFR,Approved,1.7,2023-03-21,,SUR_279/32,VIL_000362_10,Mandla_Forest_Division,Mandla_Range_1,Beat_1,2023-02-11,2024-01-27,,DEED_007687,Under Verification
FRA_TITLE_00007688,FRA_00007262,VIL_000362,IFR,Pending,0.68,2024-05-16,2024-07-28,SUR_765/36,VIL_000362_11,Mandla_Forest_Division,Mandla_Range_4,Beat_6,2024-04-21,2024-11-07,2025-09-26,DEED_007688,Pending Survey
FRA_TITLE_00007689,FRA_00007262,VIL_000362,IFR,Approved,2.18,2024-10-27,2025-02-05,SUR_464/27,VIL_000362_13,Mandla_Forest_Division,Mandla_Range_5,Beat_9,2023-10-27,2024-06-23,2025-09-26,DEED_007689,Complete Documentation
FRA_TITLE_00007690,FRA_00007263,VIL_000362,CFR,Approved,7.11,2024-12-08,2024-02-09,SUR_410/34,VIL_000362_18,Mandla_Forest_Division,Mandla_Range_3,Beat_8,2022-10-05,2024-12-29,,DEED_007690,Under Verification
FRA_TITLE_00007691,FRA_00007264,VIL_000362,IFR,Under_Review,2.79,2022-10-10,,SUR_577/21,VIL_000362_91,Mandla_Forest_Division,Mandla_Range_5,Beat_10,2023-09-20,2024-07-27,2025-09-26,,Approved
FRA_TITLE_00007692,FRA_00007264,VIL_000362,CR,Under_Review,4.17,2023-04-02,,SUR_686/13,VIL_000362_2,Mandla_Forest_Division,Mandla_Range_5,Beat_10,2022-11-19,2024-10-13,,DEED_007692,Complete Documentation
FRA_TITLE_00007693,FRA_00007265,VIL_000362,IFR,Approved,1.98,2023-04-05,2024-09-18,SUR_141/22,VIL_000362_35,Mandla_Forest_Division,Mandla_Range_3,Beat_5,2023-09-08,2024-06-26,2025-09-26,DEED_007693,Under Verification
FRA_TITLE_00007694,FRA_00007266,VIL_000362,CR,Pending,2.63,2025-04-09,2025-05-06,SUR_500/20,VIL_000362_25,Mandla_Forest_Division,Mandla_Range_4,Beat_2,2024-07-15,2023-11-13,2025-09-26,DEED_007694,Under Verification
FRA_TITLE_00007695,FRA_00007267,VIL_000362,CFR,Approved,5.6,2023-01-29,2025-09-18,SUR_461/40,VIL_000362_75,Mandla_Forest_Division,Mandla_Range_3,Beat_4,2024-09-13,2024-06-13,2025-09-26,DEED_007695,Under Verification
FRA_TITLE_00007696,FRA_00007268,VIL_000362,CR,Approved,5.22,2025-06-04,2025-04-23,SUR_485/36,VIL_000362_92,Mandla_Forest_Division,Mandla_Range_3,Beat_9,2023-05-02,2024-04-19,,,Under Verification
FRA_TITLE_00007697,FRA_00007270,VIL_000363,CR,Approved,0.83,2022-11-30,2025-04-23,SUR_763/22,VIL_000363_52,Mandla_Forest_Division,Mandla_Range_1,Beat_6,2024-02-01,2025-07-11,2025-09-26,DEED_007697,Pending Survey
FRA_TITLE_00007698,FRA_00007270,VIL_000363,IFR,Approved,2.75,2023-12-17,,SUR_219/16,VIL_000363_35,Mandla_Forest_Division,Mandla_Range_3,Beat_4,2023-07-08,2025-09-05,2025-09-26,DEED_007698,Pending Survey
FRA_TITLE_00007699,FRA_00007271,VIL_000363,CFR,Rejected,0.75,2024-12-12,2023-12-10,SUR_406/44,VIL_000363_32,Mandla_Forest_Division,Mandla_Range_3,Beat_5,2024-09-08,2024-09-10,2025-09-26,,Complete Documentation
FRA_TITLE_00007700,FRA_00007271,VIL_000363,CFR,Approved,3.97,2024-06-01,,SUR_344/7,VIL_000363_7,Mandla_Forest_Division,Mandla_Range_1,Beat_5,2024-02-11,2023-10-10,2025-09-26,,Pending Survey
