Map_Id,village_id,village_name,village_latitude,village_longitude,village_population,village_sc_population,village_st_population,village_female_population,village_male_population,village_female_literate,village_male_literate,village_female_illiterate,village_male_illiterate,village_households,gp_id,gp_name,gp_name_census,gp_census_id,gp_latitude,gp_longitude,gp_total_population,gp_sc_population,gp_st_population,gp_female_population,gp_male_population,gp_households,villages_in_gp,block_map_id,block_id,block_name,subdistrict_name,subdistrict_census_code,district_code,district_name,district_census_name,state,data_note,map_gp_id
VIL_000585,492918,Sakwah Khurd,22.57957763,80.3929527,1384.0,0.0,5.0,686.0,698.0,430.0,536.0,256.0,162.0,326.0,142863,Sakwah,sakwah,167917.0,22.57957763,80.3929527,2767.0,1.0,10.0,1371.0,1396.0,651.0,2,BLK_000004,3903,Mandla,Mandla,3643.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000223
VIL_000586,492882,Pondi,22.70651612,80.27295234,580.0,0.0,566.0,292.0,288.0,120.0,174.0,172.0,114.0,130.0,142864,Salhedanda,salhedanda,167901.0,22.70651612,80.27295234,1741.0,0.0,1697.0,876.0,865.0,389.0,3,BLK_000004,3903,Mandla,Mandla,3643.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000224
VIL_000587,492883,Salhe Danda,22.70651612,80.27295234,580.0,0.0,566.0,292.0,288.0,120.0,174.0,172.0,114.0,130.0,142864,Salhedanda,salhedanda,167901.0,22.70651612,80.27295234,1741.0,0.0,1697.0,876.0,865.0,389.0,3,BLK_000004,3903,Mandla,Mandla,3643.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000224
VIL_000588,492881,Thonda,22.70651612,80.27295234,580.0,0.0,566.0,292.0,288.0,120.0,174.0,172.0,114.0,130.0,142864,Salhedanda,salhedanda,167901.0,22.70651612,80.27295234,1741.0,0.0,1697.0,876.0,865.0,389.0,3,BLK_000004,3903,Mandla,Mandla,3643.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000224
VIL_000589,492910,Achli,22.64341237,80.38471306,1539.0,61.0,606.0,767.0,772.0,441.0,600.0,326.0,172.0,380.0,142865,Semarkhapa,semarkhapa,167914.0,22.64341237,80.38471306,3078.0,122.0,1213.0,1534.0,1544.0,759.0,2,BLK_000004,3903,Mandla,Mandla,3643.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000225
VIL_000590,492911,Semarkhapa,22.64341237,80.38471306,1539.0,61.0,606.0,767.0,772.0,441.0,600.0,326.0,172.0,380.0,142865,Semarkhapa,semarkhapa,167914.0,22.64341237,80.38471306,3078.0,122.0,1213.0,1534.0,1544.0,759.0,2,BLK_000004,3903,Mandla,Mandla,3643.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000225
VIL_000591,492829,Barbaspur Jar,22.49660552,80.38326338,966.0,84.0,405.0,483.0,483.0,268.0,368.0,214.0,115.0,237.0,142866,Silagi,silagi,167873.0,22.49660552,80.38326338,3864.0,335.0,1621.0,1932.0,1932.0,948.0,4,BLK_000004,3903,Mandla,Mandla,3643.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000226
VIL_000592,930846,Chandrapura,22.49660552,80.38326338,966.0,84.0,405.0,483.0,483.0,268.0,368.0,214.0,115.0,237.0,142866,Silagi,silagi,167873.0,22.49660552,80.38326338,3864.0,335.0,1621.0,1932.0,1932.0,948.0,4,BLK_000004,3903,Mandla,Mandla,3643.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000226
VIL_000593,492832,Khari,22.49660552,80.38326338,966.0,84.0,405.0,483.0,483.0,268.0,368.0,214.0,115.0,237.0,142866,Silagi,silagi,167873.0,22.49660552,80.38326338,3864.0,335.0,1621.0,1932.0,1932.0,948.0,4,BLK_000004,3903,Mandla,Mandla,3643.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000226
VIL_000594,492831,Silgi,22.49660552,80.38326338,966.0,84.0,405.0,483.0,483.0,268.0,368.0,214.0,115.0,237.0,142866,Silagi,silagi,167873.0,22.49660552,80.38326338,3864.0,335.0,1621.0,1932.0,1932.0,948.0,4,BLK_000004,3903,Mandla,Mandla,3643.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000226
VIL_000595,492976,Bujbujiya F.V.,22.64825457,80.30522798,679.0,1.0,585.0,336.0,343.0,158.0,211.0,179.0,132.0,153.0,142867,Silpara,silpara,167900.0,22.64825457,80.30522798,2038.0,2.0,1755.0,1009.0,1029.0,459.0,3,BLK_000004,3903,Mandla,Mandla,3643.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000227
VIL_000596,492879,Silpuri,22.64825457,80.30522798,679.0,1.0,585.0,336.0,343.0,158.0,211.0,179.0,132.0,153.0,142867,Silpara,silpara,167900.0,22.64825457,80.30522798,2038.0,2.0,1755.0,1009.0,1029.0,459.0,3,BLK_000004,3903,Mandla,Mandla,3643.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000227
VIL_000597,492880,Silpuri Alias Sankuhi,22.64825457,80.30522798,679.0,1.0,585.0,336.0,343.0,158.0,211.0,179.0,132.0,153.0,142867,Silpara,silpara,167900.0,22.64825457,80.30522798,2038.0,2.0,1755.0,1009.0,1029.0,459.0,3,BLK_000004,3903,Mandla,Mandla,3643.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000227
VIL_000598,492968,Khairi Mal.,22.74053529,80.46330452,627.0,1.0,575.0,314.0,314.0,107.0,170.0,206.0,143.0,142.0,142868,Singarpur,singarpur,167939.0,22.74053529,80.46330452,1882.0,3.0,1725.0,941.0,941.0,425.0,3,BLK_000004,3903,Mandla,Mandla,3643.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000228
VIL_000599,492967,Salaiya,22.74053529,80.46330452,627.0,1.0,575.0,314.0,314.0,107.0,170.0,206.0,143.0,142.0,142868,Singarpur,singarpur,167939.0,22.74053529,80.46330452,1882.0,3.0,1725.0,941.0,941.0,425.0,3,BLK_000004,3903,Mandla,Mandla,3643.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000228
VIL_000600,492969,Singarpur,22.74053529,80.46330452,627.0,1.0,575.0,314.0,314.0,107.0,170.0,206.0,143.0,142.0,142868,Singarpur,singarpur,167939.0,22.74053529,80.46330452,1882.0,3.0,1725.0,941.0,941.0,425.0,3,BLK_000004,3903,Mandla,Mandla,3643.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000228
VIL_000601,492975,Subhariya F.V.,22.52455018,80.27073772,950.0,23.0,637.0,466.0,483.0,201.0,326.0,266.0,157.0,216.0,142869,Subharia,subharia,167869.0,22.52455018,80.27073772,1899.0,46.0,1274.0,933.0,966.0,433.0,2,BLK_000004,3903,Mandla,Mandla,3643.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000229
VIL_000602,492823,Subhariya (Sumarya),22.52455018,80.27073772,950.0,23.0,637.0,466.0,483.0,201.0,326.0,266.0,157.0,216.0,142869,Subharia,subharia,167869.0,22.52455018,80.27073772,1899.0,46.0,1274.0,933.0,966.0,433.0,2,BLK_000004,3903,Mandla,Mandla,3643.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000229
VIL_000603,492842,Kanhari,22.53016926,80.45036788,760.0,38.0,178.0,357.0,402.0,252.0,327.0,106.0,76.0,191.0,142870,Suktara,suktara,167882.0,22.53016926,80.45036788,1519.0,76.0,356.0,714.0,805.0,382.0,2,BLK_000004,3903,Mandla,Mandla,3643.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000230
VIL_000604,492843,Suktara,22.53016926,80.45036788,760.0,38.0,178.0,357.0,402.0,252.0,327.0,106.0,76.0,191.0,142870,Suktara,suktara,167882.0,22.53016926,80.45036788,1519.0,76.0,356.0,714.0,805.0,382.0,2,BLK_000004,3903,Mandla,Mandla,3643.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000230
VIL_000605,492826,Sunehara Mal.,22.4813873,80.33909928,643.0,10.0,579.0,340.0,303.0,111.0,146.0,229.0,157.0,150.0,142871,Sunhera Mal,sunhera mal,167871.0,22.4813873,80.33909928,1286.0,21.0,1158.0,680.0,606.0,300.0,2,BLK_000004,3903,Mandla,Mandla,3643.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000231
VIL_000606,492827,Sunehara Ryt.,22.4813873,80.33909928,643.0,10.0,579.0,340.0,303.0,111.0,146.0,229.0,157.0,150.0,142871,Sunhera Mal,sunhera mal,167871.0,22.4813873,80.33909928,1286.0,21.0,1158.0,680.0,606.0,300.0,2,BLK_000004,3903,Mandla,Mandla,3643.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000231
VIL_000607,492833,Tharka,22.51896745,80.36491398,1736.0,82.0,252.0,837.0,899.0,492.0,729.0,345.0,170.0,466.0,142872,Tharka,tharka,167875.0,22.51896745,80.36491398,1736.0,82.0,252.0,837.0,899.0,466.0,1,BLK_000004,3903,Mandla,Mandla,3643.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000232
VIL_000608,492940,Deori,22.99969764,80.04538004,560.0,0.0,533.0,286.0,274.0,118.0,168.0,167.0,106.0,123.0,142873,Tikaria,tikaria,167821.0,22.99969764,80.04538004,2239.0,2.0,2133.0,1143.0,1096.0,493.0,4,BLK_000004,3903,Mandla,Narayanganj,3642.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000233
VIL_000609,492942,Katangi,22.99969764,80.04538004,560.0,0.0,533.0,286.0,274.0,118.0,168.0,167.0,106.0,123.0,142873,Tikaria,tikaria,167821.0,22.99969764,80.04538004,2239.0,2.0,2133.0,1143.0,1096.0,493.0,4,BLK_000004,3903,Mandla,Narayanganj,3642.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000233
VIL_000610,492944,Paijawara,22.99969764,80.04538004,560.0,0.0,533.0,286.0,274.0,118.0,168.0,167.0,106.0,123.0,142873,Tikaria,tikaria,167821.0,22.99969764,80.04538004,2239.0,2.0,2133.0,1143.0,1096.0,493.0,4,BLK_000004,3903,Mandla,Narayanganj,3642.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000233
VIL_000611,492941,Tikariya,22.99969764,80.04538004,560.0,0.0,533.0,286.0,274.0,118.0,168.0,167.0,106.0,123.0,142873,Tikaria,tikaria,167821.0,22.99969764,80.04538004,2239.0,2.0,2133.0,1143.0,1096.0,493.0,4,BLK_000004,3903,Mandla,Narayanganj,3642.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000233
VIL_000612,492839,Tikarwara,22.53451238,80.38027794,1316.0,154.0,116.0,639.0,677.0,387.0,551.0,252.0,126.0,343.0,142874,Tikarwara,tikarwara,167880.0,22.53451238,80.38027794,1316.0,154.0,116.0,639.0,677.0,343.0,1,BLK_000004,3903,Mandla,Mandla,3643.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000234
VIL_000613,939158,Bavangarh,22.61625558,80.46293921,479.0,0.0,295.0,239.0,240.0,106.0,164.0,133.0,76.0,114.0,142875,Tilaipani,tilaipani,167925.0,22.61625558,80.46293921,1436.0,0.0,885.0,716.0,720.0,342.0,3,BLK_000004,3903,Mandla,Mandla,3643.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000235
VIL_000614,492937,Simariya Mal.,22.61625558,80.46293921,479.0,0.0,295.0,239.0,240.0,106.0,164.0,133.0,76.0,114.0,142875,Tilaipani,tilaipani,167925.0,22.61625558,80.46293921,1436.0,0.0,885.0,716.0,720.0,342.0,3,BLK_000004,3903,Mandla,Mandla,3643.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000235
VIL_000615,492934,Tilaipani,22.61625558,80.46293921,479.0,0.0,295.0,239.0,240.0,106.0,164.0,133.0,76.0,114.0,142875,Tilaipani,tilaipani,167925.0,22.61625558,80.46293921,1436.0,0.0,885.0,716.0,720.0,342.0,3,BLK_000004,3903,Mandla,Mandla,3643.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000235
VIL_000616,492978,Bijadandi F.V.,22.67397565,80.35549612,522.0,30.0,374.0,263.0,259.0,143.0,200.0,120.0,59.0,116.0,142876,Tindani,tindani,167912.0,22.67397565,80.35549612,1567.0,90.0,1122.0,789.0,778.0,347.0,3,BLK_000004,3903,Mandla,Mandla,3643.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000236
VIL_000617,492907,Sakri Jar,22.67397565,80.35549612,522.0,30.0,374.0,263.0,259.0,143.0,200.0,120.0,59.0,116.0,142876,Tindani,tindani,167912.0,22.67397565,80.35549612,1567.0,90.0,1122.0,789.0,778.0,347.0,3,BLK_000004,3903,Mandla,Mandla,3643.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000236
VIL_000618,492908,Tintni(Tindni),22.67397565,80.35549612,522.0,30.0,374.0,263.0,259.0,143.0,200.0,120.0,59.0,116.0,142876,Tindani,tindani,167912.0,22.67397565,80.35549612,1567.0,90.0,1122.0,789.0,778.0,347.0,3,BLK_000004,3903,Mandla,Mandla,3643.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000236
VIL_000619,492897,Kosamdongri,22.72216814,80.39760884,482.0,2.0,357.0,252.0,231.0,106.0,150.0,146.0,81.0,118.0,142877,Umaria,umaria,167907.0,22.72216814,80.39760884,1930.0,7.0,1429.0,1007.0,923.0,471.0,4,BLK_000004,3903,Mandla,Mandla,3643.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000237
VIL_000620,492898,Lawar Mal.,22.72216814,80.39760884,482.0,2.0,357.0,252.0,231.0,106.0,150.0,146.0,81.0,118.0,142877,Umaria,umaria,167907.0,22.72216814,80.39760884,1930.0,7.0,1429.0,1007.0,923.0,471.0,4,BLK_000004,3903,Mandla,Mandla,3643.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000237
VIL_000621,492899,Lawar Ryt.,22.72216814,80.39760884,482.0,2.0,357.0,252.0,231.0,106.0,150.0,146.0,81.0,118.0,142877,Umaria,umaria,167907.0,22.72216814,80.39760884,1930.0,7.0,1429.0,1007.0,923.0,471.0,4,BLK_000004,3903,Mandla,Mandla,3643.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000237
VIL_000622,492893,Umariya,22.72216814,80.39760884,482.0,2.0,357.0,252.0,231.0,106.0,150.0,146.0,81.0,118.0,142877,Umaria,umaria,167907.0,22.72216814,80.39760884,1930.0,7.0,1429.0,1007.0,923.0,471.0,4,BLK_000004,3903,Mandla,Mandla,3643.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000237
VIL_000623,493424,Amwar Jar,22.458518,81.10675983,300.0,2.0,286.0,154.0,146.0,55.0,72.0,98.0,74.0,64.0,142878,Amwar,amwar,168123.0,22.458518,81.10675983,1797.0,12.0,1716.0,921.0,876.0,387.0,6,BLK_000005,3904,Mawai,Bichhiya,3645.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000238
VIL_000624,908456,Jeeradoun Fv,22.458518,81.10675983,300.0,2.0,286.0,154.0,146.0,55.0,72.0,98.0,74.0,64.0,142878,Amwar,amwar,168123.0,22.458518,81.10675983,1797.0,12.0,1716.0,921.0,876.0,387.0,6,BLK_000005,3904,Mawai,Bichhiya,3645.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000238
VIL_000625,493428,Nunsarai Jar,22.458518,81.10675983,300.0,2.0,286.0,154.0,146.0,55.0,72.0,98.0,74.0,64.0,142878,Amwar,amwar,168123.0,22.458518,81.10675983,1797.0,12.0,1716.0,921.0,876.0,387.0,6,BLK_000005,3904,Mawai,Bichhiya,3645.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000238
VIL_000626,493425,Patpara Jar,22.458518,81.10675983,300.0,2.0,286.0,154.0,146.0,55.0,72.0,98.0,74.0,64.0,142878,Amwar,amwar,168123.0,22.458518,81.10675983,1797.0,12.0,1716.0,921.0,876.0,387.0,6,BLK_000005,3904,Mawai,Bichhiya,3645.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000238
VIL_000627,493427,Rohta Alias Muhania,22.458518,81.10675983,300.0,2.0,286.0,154.0,146.0,55.0,72.0,98.0,74.0,64.0,142878,Amwar,amwar,168123.0,22.458518,81.10675983,1797.0,12.0,1716.0,921.0,876.0,387.0,6,BLK_000005,3904,Mawai,Bichhiya,3645.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000238
VIL_000628,493426,Sunehara Jar,22.458518,81.10675983,300.0,2.0,286.0,154.0,146.0,55.0,72.0,98.0,74.0,64.0,142878,Amwar,amwar,168123.0,22.458518,81.10675983,1797.0,12.0,1716.0,921.0,876.0,387.0,6,BLK_000005,3904,Mawai,Bichhiya,3645.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000238
VIL_000629,493393,Anjani Mal.,22.51730743,80.92796807,739.0,0.0,569.0,368.0,371.0,151.0,200.0,217.0,171.0,159.0,142879,Anjani,anjani,168115.0,22.51730743,80.92796807,2217.0,0.0,1707.0,1105.0,1112.0,477.0,3,BLK_000005,3904,Mawai,Bichhiya,3645.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000239
VIL_000630,493394,Anjani Ryt.,22.51730743,80.92796807,739.0,0.0,569.0,368.0,371.0,151.0,200.0,217.0,171.0,159.0,142879,Anjani,anjani,168115.0,22.51730743,80.92796807,2217.0,0.0,1707.0,1105.0,1112.0,477.0,3,BLK_000005,3904,Mawai,Bichhiya,3645.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000239
VIL_000631,493395,Kewlari Ryt.,22.51730743,80.92796807,739.0,0.0,569.0,368.0,371.0,151.0,200.0,217.0,171.0,159.0,142879,Anjani,anjani,168115.0,22.51730743,80.92796807,2217.0,0.0,1707.0,1105.0,1112.0,477.0,3,BLK_000005,3904,Mawai,Bichhiya,3645.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000239
VIL_000632,493406,Atariya Ryt.,22.56530842,81.04663153,427.0,0.0,382.0,218.0,210.0,78.0,104.0,140.0,106.0,103.0,142880,Ataria,ataria,168119.0,22.56530842,81.04663153,2564.0,0.0,2291.0,1306.0,1258.0,620.0,6,BLK_000005,3904,Mawai,Bichhiya,3645.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000240
VIL_000633,493408,Khaddeori,22.56530842,81.04663153,427.0,0.0,382.0,218.0,210.0,78.0,104.0,140.0,106.0,103.0,142880,Ataria,ataria,168119.0,22.56530842,81.04663153,2564.0,0.0,2291.0,1306.0,1258.0,620.0,6,BLK_000005,3904,Mawai,Bichhiya,3645.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000240
VIL_000634,493411,Rampuri Ryt.,22.56530842,81.04663153,427.0,0.0,382.0,218.0,210.0,78.0,104.0,140.0,106.0,103.0,142880,Ataria,ataria,168119.0,22.56530842,81.04663153,2564.0,0.0,2291.0,1306.0,1258.0,620.0,6,BLK_000005,3904,Mawai,Bichhiya,3645.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000240
VIL_000635,493409,Raughat Mal.,22.56530842,81.04663153,427.0,0.0,382.0,218.0,210.0,78.0,104.0,140.0,106.0,103.0,142880,Ataria,ataria,168119.0,22.56530842,81.04663153,2564.0,0.0,2291.0,1306.0,1258.0,620.0,6,BLK_000005,3904,Mawai,Bichhiya,3645.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000240
VIL_000636,493410,Raughat Ryt.,22.56530842,81.04663153,427.0,0.0,382.0,218.0,210.0,78.0,104.0,140.0,106.0,103.0,142880,Ataria,ataria,168119.0,22.56530842,81.04663153,2564.0,0.0,2291.0,1306.0,1258.0,620.0,6,BLK_000005,3904,Mawai,Bichhiya,3645.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000240
VIL_000637,493407,Sarai Ryt.,22.56530842,81.04663153,427.0,0.0,382.0,218.0,210.0,78.0,104.0,140.0,106.0,103.0,142880,Ataria,ataria,168119.0,22.56530842,81.04663153,2564.0,0.0,2291.0,1306.0,1258.0,620.0,6,BLK_000005,3904,Mawai,Bichhiya,3645.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000240
VIL_000638,493498,Bandarwadi F.V.,22.30950692,80.98824566,1654.0,0.0,1536.0,835.0,820.0,310.0,449.0,525.0,370.0,369.0,142881,Bandarbadi Vangram,bandarbadi vangram,168144.0,22.30950692,80.98824566,3309.0,0.0,3072.0,1670.0,1639.0,738.0,2,BLK_000005,3904,Mawai,Bichhiya,3645.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000241
VIL_000639,493496,Khursipar F.V.,22.30950692,80.98824566,1654.0,0.0,1536.0,835.0,820.0,310.0,449.0,525.0,370.0,369.0,142881,Bandarbadi Vangram,bandarbadi vangram,168144.0,22.30950692,80.98824566,3309.0,0.0,3072.0,1670.0,1639.0,738.0,2,BLK_000005,3904,Mawai,Bichhiya,3645.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000241
VIL_000640,493347,Barrai Ryt.,22.55065292,80.7797997,652.0,8.0,505.0,336.0,316.0,132.0,197.0,204.0,119.0,158.0,142882,Barai,barai,168096.0,22.55065292,80.7797997,1955.0,25.0,1515.0,1008.0,947.0,473.0,3,BLK_000005,3904,Mawai,Bichhiya,3645.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000242
VIL_000641,493349,Patpara,22.55065292,80.7797997,652.0,8.0,505.0,336.0,316.0,132.0,197.0,204.0,119.0,158.0,142882,Barai,barai,168096.0,22.55065292,80.7797997,1955.0,25.0,1515.0,1008.0,947.0,473.0,3,BLK_000005,3904,Mawai,Bichhiya,3645.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000242
VIL_000642,493348,Rusa,22.55065292,80.7797997,652.0,8.0,505.0,336.0,316.0,132.0,197.0,204.0,119.0,158.0,142882,Barai,barai,168096.0,22.55065292,80.7797997,1955.0,25.0,1515.0,1008.0,947.0,473.0,3,BLK_000005,3904,Mawai,Bichhiya,3645.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000242
VIL_000643,493493,Aurai F.V.,22.42618607,81.04917111,676.0,1.0,626.0,342.0,334.0,122.0,180.0,221.0,153.0,157.0,142883,Basani,basani,168126.0,22.42618607,81.04917111,2028.0,2.0,1878.0,1027.0,1001.0,472.0,3,BLK_000005,3904,Mawai,Bichhiya,3645.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000243
VIL_000644,493434,Basni Ryt.,22.42618607,81.04917111,676.0,1.0,626.0,342.0,334.0,122.0,180.0,221.0,153.0,157.0,142883,Basani,basani,168126.0,22.42618607,81.04917111,2028.0,2.0,1878.0,1027.0,1001.0,472.0,3,BLK_000005,3904,Mawai,Bichhiya,3645.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000243
VIL_000645,493500,Sajalagan F.V.,22.42618607,81.04917111,676.0,1.0,626.0,342.0,334.0,122.0,180.0,221.0,153.0,157.0,142883,Basani,basani,168126.0,22.42618607,81.04917111,2028.0,2.0,1878.0,1027.0,1001.0,472.0,3,BLK_000005,3904,Mawai,Bichhiya,3645.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000243
VIL_000646,493364,Bhada,22.48400382,80.85237699,773.0,1.0,632.0,388.0,384.0,135.0,205.0,253.0,179.0,172.0,142884,Bhada,bhada,168103.0,22.48400382,80.85237699,2318.0,2.0,1895.0,1165.0,1153.0,517.0,3,BLK_000005,3904,Mawai,Bichhiya,3645.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000244
VIL_000647,493365,Bhadli Alias Lutiya Chuha,22.48400382,80.85237699,773.0,1.0,632.0,388.0,384.0,135.0,205.0,253.0,179.0,172.0,142884,Bhada,bhada,168103.0,22.48400382,80.85237699,2318.0,2.0,1895.0,1165.0,1153.0,517.0,3,BLK_000005,3904,Mawai,Bichhiya,3645.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000244
VIL_000648,493366,Gaitra Ryt.,22.48400382,80.85237699,773.0,1.0,632.0,388.0,384.0,135.0,205.0,253.0,179.0,172.0,142884,Bhada,bhada,168103.0,22.48400382,80.85237699,2318.0,2.0,1895.0,1165.0,1153.0,517.0,3,BLK_000005,3904,Mawai,Bichhiya,3645.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000244
VIL_000649,493381,Bhanpur Dodi,22.59706983,80.9084824,2004.0,18.0,1517.0,1002.0,1002.0,404.0,589.0,598.0,413.0,455.0,142885,Bhanpur,bhanpur,168110.0,22.59706983,80.9084824,2004.0,18.0,1517.0,1002.0,1002.0,455.0,1,BLK_000005,3904,Mawai,Bichhiya,3645.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000245
VIL_000650,493467,Bhimdongri Ryt.,22.29057414,80.97536091,1883.0,50.0,928.0,920.0,963.0,436.0,697.0,484.0,266.0,493.0,142886,Bhimdongri Rayat,bhimdongri rayat,168142.0,22.29057414,80.97536091,1883.0,50.0,928.0,920.0,963.0,493.0,1,BLK_000005,3904,Mawai,Bichhiya,3645.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000246
VIL_000651,493503,Bhimori Urf Kukchi Sarai,22.30639728,81.09302805,458.0,0.0,426.0,238.0,219.0,88.0,136.0,150.0,83.0,82.0,142887,Bhimouri Vangram,bhimouri vangram,168147.0,22.30639728,81.09302805,915.0,0.0,851.0,477.0,438.0,163.0,2,BLK_000005,3904,Mawai,Bichhiya,3645.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000247
