Map_Id,village_id,village_name,village_latitude,village_longitude,village_population,village_sc_population,village_st_population,village_female_population,village_male_population,village_female_literate,village_male_literate,village_female_illiterate,village_male_illiterate,village_households,village_water_area_ha,village_vegetation_area_ha,village_forest_area_ha,village_built_area_ha,village_barren_area_ha,village_total_area_ha,village_water_percent,village_vegetation_percent,village_forest_percent,village_built_percent,village_barren_percent,gp_id,gp_name,gp_name_census,gp_census_id,gp_latitude,gp_longitude,gp_total_population,gp_sc_population,gp_st_population,villages_in_gp,block_id,block_name,subdistrict_name,subdistrict_census_code,district_code,district_name,district_census_name,state,data_note,map_gp_id
VIL_000693,493458,Khalaundi Mal.,22.31927395,80.9249269,673.0,9.0,356.0,355.0,318.0,171.0,194.0,184.0,124.0,166.0,0.02,84.06,1.4,2.93,49.98,138.4,0.02,60.74,1.01,2.12,36.12,142901,Khaloudi Mal,khaloudi mal,168139.0,22.31927395,80.9249269,2020.0,28.0,1068.0,3,3904,Mawai,Bichhiya,3645.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000261
VIL_000694,493460,Kikra,22.31927395,80.9249269,673.0,9.0,356.0,355.0,318.0,171.0,194.0,184.0,124.0,166.0,0.02,84.06,1.4,2.93,49.98,138.4,0.02,60.74,1.01,2.12,36.12,142901,Khaloudi Mal,khaloudi mal,168139.0,22.31927395,80.9249269,2020.0,28.0,1068.0,3,3904,Mawai,Bichhiya,3645.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000261
VIL_000695,493459,Saliwada Ryt.,22.31927395,80.9249269,673.0,9.0,356.0,355.0,318.0,171.0,194.0,184.0,124.0,166.0,0.02,84.06,1.4,2.93,49.98,138.4,0.02,60.74,1.01,2.12,36.12,142901,Khaloudi Mal,khaloudi mal,168139.0,22.31927395,80.9249269,2020.0,28.0,1068.0,3,3904,Mawai,Bichhiya,3645.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000261
VIL_000696,493384,Kolamgahan Ryt.,22.55160047,80.91439728,839.0,3.0,669.0,440.0,399.0,166.0,215.0,274.0,184.0,178.0,0.33,235.12,29.71,10.57,130.35,406.08,0.08,57.9,7.32,2.6,32.1,142902,Kolamgahan,kolamgahan,168112.0,22.55160047,80.91439728,2516.0,8.0,2006.0,3,3904,Mawai,Bichhiya,3645.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000262
VIL_000697,493385,Kumaha Ryt.,22.55160047,80.91439728,839.0,3.0,669.0,440.0,399.0,166.0,215.0,274.0,184.0,178.0,0.33,235.12,29.71,10.57,130.35,406.08,0.08,57.9,7.32,2.6,32.1,142902,Kolamgahan,kolamgahan,168112.0,22.55160047,80.91439728,2516.0,8.0,2006.0,3,3904,Mawai,Bichhiya,3645.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000262
VIL_000698,493386,Mainpuri,22.55160047,80.91439728,839.0,3.0,669.0,440.0,399.0,166.0,215.0,274.0,184.0,178.0,0.33,235.12,29.71,10.57,130.35,406.08,0.08,57.9,7.32,2.6,32.1,142902,Kolamgahan,kolamgahan,168112.0,22.55160047,80.91439728,2516.0,8.0,2006.0,3,3904,Mawai,Bichhiya,3645.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000262
VIL_000699,493378,Kumhali Ryt.,22.60953198,80.88094782,1500.0,0.0,1150.0,765.0,735.0,271.0,420.0,494.0,315.0,322.0,0.6,373.18,3.53,27.42,323.4,728.13,0.08,51.25,0.48,3.77,44.42,142903,Kumhani,kumhani,168108.0,22.60953198,80.88094782,1500.0,0.0,1150.0,1,3904,Mawai,Bichhiya,3645.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000263
VIL_000700,949473,Khiksadand,22.84351795,80.05365082,538.0,0.0,503.0,270.0,268.0,129.0,175.0,142.0,93.0,131.0,12.57,48.48,8.11,2.23,10.44,81.83,15.36,59.25,9.91,2.73,12.76,142904,Lalpur,lalpur,167832.0,22.84351795,80.05365082,1614.0,0.0,1509.0,3,3904,Mawai,Narayanganj,3642.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000264
VIL_000700,949473,Khiksadand,22.84351795,80.05365082,538.0,0.0,503.0,270.0,268.0,129.0,175.0,142.0,93.0,131.0,12.57,48.48,8.11,2.23,10.44,81.83,15.36,59.25,9.91,2.73,12.76,142904,Lalpur,lalpur,167832.0,22.84351795,80.05365082,1614.0,0.0,1509.0,3,3904,Mawai,Narayanganj,3642.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000264
VIL_000700,949473,Khiksadand,22.84351795,80.05365082,538.0,0.0,503.0,270.0,268.0,129.0,175.0,142.0,93.0,131.0,12.57,48.48,8.11,2.23,10.44,81.83,15.36,59.25,9.91,2.73,12.76,142904,Lalpur,lalpur,167832.0,22.84351795,80.05365082,1614.0,0.0,1509.0,3,3904,Mawai,Narayanganj,3642.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000264
VIL_000700,949473,Khiksadand,22.84351795,80.05365082,538.0,0.0,503.0,270.0,268.0,129.0,175.0,142.0,93.0,131.0,12.57,48.48,8.11,2.23,10.44,81.83,15.36,59.25,9.91,2.73,12.76,142904,Lalpur,lalpur,167832.0,22.84351795,80.05365082,1614.0,0.0,1509.0,3,3904,Mawai,Narayanganj,3642.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000264
VIL_000701,493492,Kikra Urf Khaksadand F.V.,22.84351795,80.05365082,538.0,0.0,503.0,270.0,268.0,129.0,175.0,142.0,93.0,131.0,12.57,48.48,8.11,2.23,10.44,81.83,15.36,59.25,9.91,2.73,12.76,142904,Lalpur,lalpur,167832.0,22.84351795,80.05365082,1614.0,0.0,1509.0,3,3904,Mawai,Narayanganj,3642.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000264
VIL_000701,493492,Kikra Urf Khaksadand F.V.,22.84351795,80.05365082,538.0,0.0,503.0,270.0,268.0,129.0,175.0,142.0,93.0,131.0,12.57,48.48,8.11,2.23,10.44,81.83,15.36,59.25,9.91,2.73,12.76,142904,Lalpur,lalpur,167832.0,22.84351795,80.05365082,1614.0,0.0,1509.0,3,3904,Mawai,Narayanganj,3642.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000264
VIL_000701,493492,Kikra Urf Khaksadand F.V.,22.84351795,80.05365082,538.0,0.0,503.0,270.0,268.0,129.0,175.0,142.0,93.0,131.0,12.57,48.48,8.11,2.23,10.44,81.83,15.36,59.25,9.91,2.73,12.76,142904,Lalpur,lalpur,167832.0,22.84351795,80.05365082,1614.0,0.0,1509.0,3,3904,Mawai,Narayanganj,3642.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000264
VIL_000701,493492,Kikra Urf Khaksadand F.V.,22.84351795,80.05365082,538.0,0.0,503.0,270.0,268.0,129.0,175.0,142.0,93.0,131.0,12.57,48.48,8.11,2.23,10.44,81.83,15.36,59.25,9.91,2.73,12.76,142904,Lalpur,lalpur,167832.0,22.84351795,80.05365082,1614.0,0.0,1509.0,3,3904,Mawai,Narayanganj,3642.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000264
VIL_000702,493454,Lalpur,22.84351795,80.05365082,538.0,0.0,503.0,270.0,268.0,129.0,175.0,142.0,93.0,131.0,12.57,48.48,8.11,2.23,10.44,81.83,15.36,59.25,9.91,2.73,12.76,142904,Lalpur,lalpur,167832.0,22.84351795,80.05365082,1614.0,0.0,1509.0,3,3904,Mawai,Narayanganj,3642.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000264
VIL_000702,493454,Lalpur,22.84351795,80.05365082,538.0,0.0,503.0,270.0,268.0,129.0,175.0,142.0,93.0,131.0,12.57,48.48,8.11,2.23,10.44,81.83,15.36,59.25,9.91,2.73,12.76,142904,Lalpur,lalpur,167832.0,22.84351795,80.05365082,1614.0,0.0,1509.0,3,3904,Mawai,Narayanganj,3642.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000264
VIL_000702,493454,Lalpur,22.84351795,80.05365082,538.0,0.0,503.0,270.0,268.0,129.0,175.0,142.0,93.0,131.0,12.57,48.48,8.11,2.23,10.44,81.83,15.36,59.25,9.91,2.73,12.76,142904,Lalpur,lalpur,167832.0,22.84351795,80.05365082,1614.0,0.0,1509.0,3,3904,Mawai,Narayanganj,3642.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000264
VIL_000702,493454,Lalpur,22.84351795,80.05365082,538.0,0.0,503.0,270.0,268.0,129.0,175.0,142.0,93.0,131.0,12.57,48.48,8.11,2.23,10.44,81.83,15.36,59.25,9.91,2.73,12.76,142904,Lalpur,lalpur,167832.0,22.84351795,80.05365082,1614.0,0.0,1509.0,3,3904,Mawai,Narayanganj,3642.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000264
VIL_000703,493417,Madha Ryt.(Madka Ryt.),22.53497345,81.1500755,494.0,0.0,444.0,257.0,238.0,103.0,134.0,154.0,104.0,121.0,0.39,174.81,222.77,4.73,71.49,474.18,0.08,36.86,46.98,1.0,15.08,142905,Madafa Mal,madafa mal,168121.0,22.53497345,81.1500755,1978.0,0.0,1774.0,4,3904,Mawai,Bichhiya,3645.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000265
VIL_000704,493416,Madhka (Madka) Mal.,22.53497345,81.1500755,494.0,0.0,444.0,257.0,238.0,103.0,134.0,154.0,104.0,121.0,0.39,174.81,222.77,4.73,71.49,474.18,0.08,36.86,46.98,1.0,15.08,142905,Madafa Mal,madafa mal,168121.0,22.53497345,81.1500755,1978.0,0.0,1774.0,4,3904,Mawai,Bichhiya,3645.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000265
VIL_000705,493419,Masna,22.53497345,81.1500755,494.0,0.0,444.0,257.0,238.0,103.0,134.0,154.0,104.0,121.0,0.39,174.81,222.77,4.73,71.49,474.18,0.08,36.86,46.98,1.0,15.08,142905,Madafa Mal,madafa mal,168121.0,22.53497345,81.1500755,1978.0,0.0,1774.0,4,3904,Mawai,Bichhiya,3645.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000265
VIL_000706,493418,Murta Ryt.,22.53497345,81.1500755,494.0,0.0,444.0,257.0,238.0,103.0,134.0,154.0,104.0,121.0,0.39,174.81,222.77,4.73,71.49,474.18,0.08,36.86,46.98,1.0,15.08,142905,Madafa Mal,madafa mal,168121.0,22.53497345,81.1500755,1978.0,0.0,1774.0,4,3904,Mawai,Bichhiya,3645.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000265
VIL_000707,493436,Majhgaon Mal.,23.05770588,80.50212521,449.0,30.0,223.0,235.0,215.0,84.0,123.0,151.0,92.0,105.0,1.04,3.44,0.8,0.08,0.45,5.81,17.9,59.21,13.71,1.46,7.72,142906,Majhgaon,majhgaon,167801.0,23.05770588,80.50212521,1348.0,91.0,669.0,3,3904,Mawai,Niwas,3641.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000266
VIL_000707,493436,Majhgaon Mal.,23.05770588,80.50212521,449.0,30.0,223.0,235.0,215.0,84.0,123.0,151.0,92.0,105.0,0.0,0.92,0.29,0.02,0.29,1.52,0.0,60.06,19.32,1.47,19.16,142906,Majhgaon,majhgaon,167801.0,23.05770588,80.50212521,1348.0,91.0,669.0,3,3904,Mawai,Niwas,3641.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000266
VIL_000707,493436,Majhgaon Mal.,23.05770588,80.50212521,449.0,30.0,223.0,235.0,215.0,84.0,123.0,151.0,92.0,105.0,0.01,5.2,2.84,0.35,5.16,13.56,0.09,38.32,20.98,2.59,38.03,142906,Majhgaon,majhgaon,167801.0,23.05770588,80.50212521,1348.0,91.0,669.0,3,3904,Mawai,Niwas,3641.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000266
VIL_000707,493436,Majhgaon Mal.,23.05770588,80.50212521,449.0,30.0,223.0,235.0,215.0,84.0,123.0,151.0,92.0,105.0,1.04,3.44,0.8,0.08,0.45,5.81,17.9,59.21,13.71,1.46,7.72,142906,Majhgaon,majhgaon,167801.0,23.05770588,80.50212521,1348.0,91.0,669.0,3,3904,Mawai,Niwas,3641.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000266
VIL_000707,493436,Majhgaon Mal.,23.05770588,80.50212521,449.0,30.0,223.0,235.0,215.0,84.0,123.0,151.0,92.0,105.0,0.0,0.92,0.29,0.02,0.29,1.52,0.0,60.06,19.32,1.47,19.16,142906,Majhgaon,majhgaon,167801.0,23.05770588,80.50212521,1348.0,91.0,669.0,3,3904,Mawai,Niwas,3641.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000266
VIL_000707,493436,Majhgaon Mal.,23.05770588,80.50212521,449.0,30.0,223.0,235.0,215.0,84.0,123.0,151.0,92.0,105.0,0.01,5.2,2.84,0.35,5.16,13.56,0.09,38.32,20.98,2.59,38.03,142906,Majhgaon,majhgaon,167801.0,23.05770588,80.50212521,1348.0,91.0,669.0,3,3904,Mawai,Niwas,3641.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000266
VIL_000707,493436,Majhgaon Mal.,23.05770588,80.50212521,449.0,30.0,223.0,235.0,215.0,84.0,123.0,151.0,92.0,105.0,1.04,3.44,0.8,0.08,0.45,5.81,17.9,59.21,13.71,1.46,7.72,142906,Majhgaon,majhgaon,167801.0,23.05770588,80.50212521,1348.0,91.0,669.0,3,3904,Mawai,Niwas,3641.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000266
VIL_000707,493436,Majhgaon Mal.,23.05770588,80.50212521,449.0,30.0,223.0,235.0,215.0,84.0,123.0,151.0,92.0,105.0,0.0,0.92,0.29,0.02,0.29,1.52,0.0,60.06,19.32,1.47,19.16,142906,Majhgaon,majhgaon,167801.0,23.05770588,80.50212521,1348.0,91.0,669.0,3,3904,Mawai,Niwas,3641.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000266
VIL_000707,493436,Majhgaon Mal.,23.05770588,80.50212521,449.0,30.0,223.0,235.0,215.0,84.0,123.0,151.0,92.0,105.0,0.01,5.2,2.84,0.35,5.16,13.56,0.09,38.32,20.98,2.59,38.03,142906,Majhgaon,majhgaon,167801.0,23.05770588,80.50212521,1348.0,91.0,669.0,3,3904,Mawai,Niwas,3641.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000266
VIL_000707,493436,Majhgaon Mal.,23.05770588,80.50212521,449.0,30.0,223.0,235.0,215.0,84.0,123.0,151.0,92.0,105.0,1.04,3.44,0.8,0.08,0.45,5.81,17.9,59.21,13.71,1.46,7.72,142906,Majhgaon,majhgaon,167801.0,23.05770588,80.50212521,1348.0,91.0,669.0,3,3904,Mawai,Niwas,3641.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000266
VIL_000707,493436,Majhgaon Mal.,23.05770588,80.50212521,449.0,30.0,223.0,235.0,215.0,84.0,123.0,151.0,92.0,105.0,0.0,0.92,0.29,0.02,0.29,1.52,0.0,60.06,19.32,1.47,19.16,142906,Majhgaon,majhgaon,167801.0,23.05770588,80.50212521,1348.0,91.0,669.0,3,3904,Mawai,Niwas,3641.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000266
VIL_000707,493436,Majhgaon Mal.,23.05770588,80.50212521,449.0,30.0,223.0,235.0,215.0,84.0,123.0,151.0,92.0,105.0,0.01,5.2,2.84,0.35,5.16,13.56,0.09,38.32,20.98,2.59,38.03,142906,Majhgaon,majhgaon,167801.0,23.05770588,80.50212521,1348.0,91.0,669.0,3,3904,Mawai,Niwas,3641.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000266
VIL_000707,493436,Majhgaon Mal.,23.05770588,80.50212521,449.0,30.0,223.0,235.0,215.0,84.0,123.0,151.0,92.0,105.0,1.04,3.44,0.8,0.08,0.45,5.81,17.9,59.21,13.71,1.46,7.72,142906,Majhgaon,majhgaon,167801.0,23.05770588,80.50212521,1348.0,91.0,669.0,3,3904,Mawai,Niwas,3641.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000266
VIL_000707,493436,Majhgaon Mal.,23.05770588,80.50212521,449.0,30.0,223.0,235.0,215.0,84.0,123.0,151.0,92.0,105.0,0.0,0.92,0.29,0.02,0.29,1.52,0.0,60.06,19.32,1.47,19.16,142906,Majhgaon,majhgaon,167801.0,23.05770588,80.50212521,1348.0,91.0,669.0,3,3904,Mawai,Niwas,3641.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000266
VIL_000707,493436,Majhgaon Mal.,23.05770588,80.50212521,449.0,30.0,223.0,235.0,215.0,84.0,123.0,151.0,92.0,105.0,0.01,5.2,2.84,0.35,5.16,13.56,0.09,38.32,20.98,2.59,38.03,142906,Majhgaon,majhgaon,167801.0,23.05770588,80.50212521,1348.0,91.0,669.0,3,3904,Mawai,Niwas,3641.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000266
VIL_000707,493436,Majhgaon Mal.,23.05770588,80.50212521,449.0,30.0,223.0,235.0,215.0,84.0,123.0,151.0,92.0,105.0,1.04,3.44,0.8,0.08,0.45,5.81,17.9,59.21,13.71,1.46,7.72,142906,Majhgaon,majhgaon,167801.0,23.05770588,80.50212521,1348.0,91.0,669.0,3,3904,Mawai,Niwas,3641.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000266
VIL_000707,493436,Majhgaon Mal.,23.05770588,80.50212521,449.0,30.0,223.0,235.0,215.0,84.0,123.0,151.0,92.0,105.0,0.0,0.92,0.29,0.02,0.29,1.52,0.0,60.06,19.32,1.47,19.16,142906,Majhgaon,majhgaon,167801.0,23.05770588,80.50212521,1348.0,91.0,669.0,3,3904,Mawai,Niwas,3641.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000266
VIL_000707,493436,Majhgaon Mal.,23.05770588,80.50212521,449.0,30.0,223.0,235.0,215.0,84.0,123.0,151.0,92.0,105.0,0.01,5.2,2.84,0.35,5.16,13.56,0.09,38.32,20.98,2.59,38.03,142906,Majhgaon,majhgaon,167801.0,23.05770588,80.50212521,1348.0,91.0,669.0,3,3904,Mawai,Niwas,3641.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000266
VIL_000707,493436,Majhgaon Mal.,23.05770588,80.50212521,449.0,30.0,223.0,235.0,215.0,84.0,123.0,151.0,92.0,105.0,1.04,3.44,0.8,0.08,0.45,5.81,17.9,59.21,13.71,1.46,7.72,142906,Majhgaon,majhgaon,167801.0,23.05770588,80.50212521,1348.0,91.0,669.0,3,3904,Mawai,Niwas,3641.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000266
VIL_000707,493436,Majhgaon Mal.,23.05770588,80.50212521,449.0,30.0,223.0,235.0,215.0,84.0,123.0,151.0,92.0,105.0,0.0,0.92,0.29,0.02,0.29,1.52,0.0,60.06,19.32,1.47,19.16,142906,Majhgaon,majhgaon,167801.0,23.05770588,80.50212521,1348.0,91.0,669.0,3,3904,Mawai,Niwas,3641.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000266
VIL_000707,493436,Majhgaon Mal.,23.05770588,80.50212521,449.0,30.0,223.0,235.0,215.0,84.0,123.0,151.0,92.0,105.0,0.01,5.2,2.84,0.35,5.16,13.56,0.09,38.32,20.98,2.59,38.03,142906,Majhgaon,majhgaon,167801.0,23.05770588,80.50212521,1348.0,91.0,669.0,3,3904,Mawai,Niwas,3641.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000266
VIL_000707,493436,Majhgaon Mal.,23.05770588,80.50212521,449.0,30.0,223.0,235.0,215.0,84.0,123.0,151.0,92.0,105.0,1.04,3.44,0.8,0.08,0.45,5.81,17.9,59.21,13.71,1.46,7.72,142906,Majhgaon,majhgaon,167801.0,23.05770588,80.50212521,1348.0,91.0,669.0,3,3904,Mawai,Niwas,3641.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000266
VIL_000707,493436,Majhgaon Mal.,23.05770588,80.50212521,449.0,30.0,223.0,235.0,215.0,84.0,123.0,151.0,92.0,105.0,0.0,0.92,0.29,0.02,0.29,1.52,0.0,60.06,19.32,1.47,19.16,142906,Majhgaon,majhgaon,167801.0,23.05770588,80.50212521,1348.0,91.0,669.0,3,3904,Mawai,Niwas,3641.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000266
VIL_000707,493436,Majhgaon Mal.,23.05770588,80.50212521,449.0,30.0,223.0,235.0,215.0,84.0,123.0,151.0,92.0,105.0,0.01,5.2,2.84,0.35,5.16,13.56,0.09,38.32,20.98,2.59,38.03,142906,Majhgaon,majhgaon,167801.0,23.05770588,80.50212521,1348.0,91.0,669.0,3,3904,Mawai,Niwas,3641.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000266
VIL_000707,493436,Majhgaon Mal.,23.05770588,80.50212521,449.0,30.0,223.0,235.0,215.0,84.0,123.0,151.0,92.0,105.0,1.04,3.44,0.8,0.08,0.45,5.81,17.9,59.21,13.71,1.46,7.72,142906,Majhgaon,majhgaon,167801.0,23.05770588,80.50212521,1348.0,91.0,669.0,3,3904,Mawai,Niwas,3641.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000266
VIL_000707,493436,Majhgaon Mal.,23.05770588,80.50212521,449.0,30.0,223.0,235.0,215.0,84.0,123.0,151.0,92.0,105.0,0.0,0.92,0.29,0.02,0.29,1.52,0.0,60.06,19.32,1.47,19.16,142906,Majhgaon,majhgaon,167801.0,23.05770588,80.50212521,1348.0,91.0,669.0,3,3904,Mawai,Niwas,3641.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000266
VIL_000707,493436,Majhgaon Mal.,23.05770588,80.50212521,449.0,30.0,223.0,235.0,215.0,84.0,123.0,151.0,92.0,105.0,0.01,5.2,2.84,0.35,5.16,13.56,0.09,38.32,20.98,2.59,38.03,142906,Majhgaon,majhgaon,167801.0,23.05770588,80.50212521,1348.0,91.0,669.0,3,3904,Mawai,Niwas,3641.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000266
VIL_000708,493485,Rahangi F.V.,23.05770588,80.50212521,449.0,30.0,223.0,235.0,215.0,84.0,123.0,151.0,92.0,105.0,1.04,3.44,0.8,0.08,0.45,5.81,17.9,59.21,13.71,1.46,7.72,142906,Majhgaon,majhgaon,167801.0,23.05770588,80.50212521,1348.0,91.0,669.0,3,3904,Mawai,Niwas,3641.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000266
VIL_000708,493485,Rahangi F.V.,23.05770588,80.50212521,449.0,30.0,223.0,235.0,215.0,84.0,123.0,151.0,92.0,105.0,0.0,0.92,0.29,0.02,0.29,1.52,0.0,60.06,19.32,1.47,19.16,142906,Majhgaon,majhgaon,167801.0,23.05770588,80.50212521,1348.0,91.0,669.0,3,3904,Mawai,Niwas,3641.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000266
VIL_000708,493485,Rahangi F.V.,23.05770588,80.50212521,449.0,30.0,223.0,235.0,215.0,84.0,123.0,151.0,92.0,105.0,0.01,5.2,2.84,0.35,5.16,13.56,0.09,38.32,20.98,2.59,38.03,142906,Majhgaon,majhgaon,167801.0,23.05770588,80.50212521,1348.0,91.0,669.0,3,3904,Mawai,Niwas,3641.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000266
VIL_000708,493485,Rahangi F.V.,23.05770588,80.50212521,449.0,30.0,223.0,235.0,215.0,84.0,123.0,151.0,92.0,105.0,1.04,3.44,0.8,0.08,0.45,5.81,17.9,59.21,13.71,1.46,7.72,142906,Majhgaon,majhgaon,167801.0,23.05770588,80.50212521,1348.0,91.0,669.0,3,3904,Mawai,Niwas,3641.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000266
VIL_000708,493485,Rahangi F.V.,23.05770588,80.50212521,449.0,30.0,223.0,235.0,215.0,84.0,123.0,151.0,92.0,105.0,0.0,0.92,0.29,0.02,0.29,1.52,0.0,60.06,19.32,1.47,19.16,142906,Majhgaon,majhgaon,167801.0,23.05770588,80.50212521,1348.0,91.0,669.0,3,3904,Mawai,Niwas,3641.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000266
